ListingCategory,State,Year,freq
Home,TN,2012,73
Home,TN,2013,56
Home,TN,2014,10
Home,TX,2008,9
Home,TX,2009,6
Home,TX,2010,39
Home,TX,2011,77
Home,TX,2012,200
Home,TX,2013,205
Home,TX,2014,52
Home,UT,2008,7
Home,UT,2009,1
Home,UT,2010,8
Home,UT,2011,19
Home,UT,2012,12
Home,UT,2013,12
Home,UT,2014,1
Home,VA,2008,20
Home,VA,2009,11
Home,VA,2010,24
Home,VA,2011,50
Home,VA,2012,114
Home,VA,2013,88
Home,VA,2014,14
Home,VT,2008,1
Home,VT,2011,2
Home,VT,2012,4
Home,VT,2013,10
Home,VT,2014,1
Home,WA,2008,24
Home,WA,2009,8
Home,WA,2010,7
Home,WA,2011,23
Home,WA,2012,72
Home,WA,2013,56
Home,WA,2014,16
Home,WI,2008,12
Home,WI,2009,3
Home,WI,2010,10
Home,WI,2011,22
Home,WI,2012,51
Home,WI,2013,53
Home,WI,2014,8
Home,WV,2008,2
Home,WV,2010,5
Home,WV,2011,6
Home,WV,2012,15
Home,WV,2013,16
Home,WV,2014,2
Home,WY,2008,2
Home,WY,2009,1
Home,WY,2011,1
Home,WY,2013,6
Home,WY,2014,1
Medical,AK,2013,2
Medical,AL,2012,10
Medical,AL,2013,13
Medical,AL,2014,1
Medical,AR,2012,7
Medical,AR,2013,11
Medical,AR,2014,4
Medical,AZ,2011,1
Medical,AZ,2012,23
Medical,AZ,2013,14
Medical,AZ,2014,6
Medical,CA,2011,1
Medical,CA,2012,85
Medical,CA,2013,86
Medical,CA,2014,19
Medical,CO,2012,20
Medical,CO,2013,15
Medical,CO,2014,2
Medical,CT,2011,1
Medical,CT,2012,6
Medical,CT,2013,7
Medical,CT,2014,5
Medical,DC,2013,1
Medical,DC,2014,1
Medical,FL,2011,1
Medical,FL,2012,51
Medical,FL,2013,40
Medical,FL,2014,18
Medical,GA,2012,26
Medical,GA,2013,19
Medical,GA,2014,4
Medical,HI,2012,1
Medical,HI,2014,2
Medical,ID,2012,3
Medical,ID,2013,3
Medical,IL,2012,30
Medical,IL,2013,34
Medical,IL,2014,5
Medical,IN,2012,10
Medical,IN,2013,15
Medical,IN,2014,1
Medical,KS,2012,15
Medical,KS,2013,4
Medical,KS,2014,2
Medical,KY,2012,13
Medical,KY,2013,7
Medical,LA,2012,9
Medical,LA,2013,1
Medical,MA,2012,18
Medical,MA,2013,6
Medical,MA,2014,3
Medical,MD,2012,20
Medical,MD,2013,16
Medical,MI,2012,28
Medical,MI,2013,14
Medical,MI,2014,5
Medical,MN,2012,15
Medical,MN,2013,7
Medical,MN,2014,6
Medical,MO,2012,9
Medical,MO,2013,7
Medical,MO,2014,6
Medical,MS,2011,1
Medical,MS,2012,3
Medical,MS,2013,5
Medical,MT,2012,5
Medical,MT,2014,2
Medical,NC,2011,1
Medical,NC,2012,19
Medical,NC,2013,14
Medical,NC,2014,3
Medical,NE,2012,7
Medical,NE,2013,3
Medical,NE,2014,2
Medical,NH,2012,2
Medical,NH,2013,6
Medical,NJ,2011,2
Medical,NJ,2012,14
Medical,NJ,2013,22
Medical,NJ,2014,8
Medical,NM,2012,2
Medical,NM,2013,1
Medical,NM,2014,1
Medical,NV,2011,1
Medical,NV,2012,8
Medical,NV,2013,8
Medical,NV,2014,4
Medical,NY,2012,36
Medical,NY,2013,36
Medical,NY,2014,12
Medical,OH,2011,2
Medical,OH,2012,25
Medical,OH,2013,21
Medical,OH,2014,12
Medical,OK,2012,7
Medical,OK,2013,11
Medical,OK,2014,1
Medical,OR,2012,18
Medical,OR,2013,6
Medical,OR,2014,3
Medical,PA,2012,21
Medical,PA,2013,28
Medical,PA,2014,1
Medical,RI,2012,3
Medical,RI,2013,1
Medical,SC,2012,9
Medical,SC,2013,13
Medical,SD,2012,4
Medical,SD,2013,1
Medical,TN,2012,21
Medical,TN,2013,12
Medical,TN,2014,2
Medical,TX,2011,1
Medical,TX,2012,58
Medical,TX,2013,50
Medical,TX,2014,15
Medical,UT,2012,3
Medical,UT,2013,3
Medical,UT,2014,3
Medical,VA,2012,23
Medical,VA,2013,24
Medical,VA,2014,3
Medical,VT,2012,1
Medical,VT,2013,3
Medical,VT,2014,1
Medical,WA,2011,1
Medical,WA,2012,21
Medical,WA,2013,10
Medical,WA,2014,5
Medical,WI,2011,1
Medical,WI,2012,11
Medical,WI,2013,9
Medical,WI,2014,2
Medical,WV,2013,6
Medical,WY,2012,2
Medical,WY,2014,1
Other/NA,AK,2006,2
Other/NA,AK,2007,10
Other/NA,AK,2008,3
Other/NA,AK,2010,3
Other/NA,AK,2011,7
Other/NA,AK,2012,6
Other/NA,AK,2013,3
Other/NA,AK,2014,2
Other/NA,AL,2006,71
Other/NA,AL,2007,219
Other/NA,AL,2008,12
Other/NA,AL,2009,7
Other/NA,AL,2010,27
Other/NA,AL,2011,38
Other/NA,AL,2012,38
Other/NA,AL,2013,35
Other/NA,AL,2014,15
Other/NA,AR,2006,6
Other/NA,AR,2007,8
Other/NA,AR,2008,12
Other/NA,AR,2009,2
Other/NA,AR,2010,10
Other/NA,AR,2011,28
Other/NA,AR,2012,33
Other/NA,AR,2013,38
Other/NA,AR,2014,11
Other/NA,AZ,2006,69
Other/NA,AZ,2007,206
Other/NA,AZ,2008,30
Other/NA,AZ,2009,10
Other/NA,AZ,2010,22
Other/NA,AZ,2011,34
Other/NA,AZ,2012,36
Other/NA,AZ,2013,41
Other/NA,AZ,2014,18
Other/NA,CA,2006,503
Other/NA,CA,2007,1648
Other/NA,CA,2008,181
Other/NA,CA,2009,49
Other/NA,CA,2010,189
Other/NA,CA,2011,325
Other/NA,CA,2012,279
Other/NA,CA,2013,327
Other/NA,CA,2014,152
Other/NA,CO,2006,53
Other/NA,CO,2007,179
Other/NA,CO,2008,21
Other/NA,CO,2009,9
Other/NA,CO,2010,37
Other/NA,CO,2011,48
Other/NA,CO,2012,45
Other/NA,CO,2013,43
Other/NA,CO,2014,18
Other/NA,CT,2006,8
Other/NA,CT,2007,28
Other/NA,CT,2008,11
Other/NA,CT,2009,9
Other/NA,CT,2010,21
Other/NA,CT,2011,60
Other/NA,CT,2012,43
Other/NA,CT,2013,51
Other/NA,CT,2014,26
Other/NA,DC,2008,7
Other/NA,DC,2009,1
Other/NA,DC,2010,6
Other/NA,DC,2011,16
Other/NA,DC,2012,11
Other/NA,DC,2013,13
Other/NA,DC,2014,3
Other/NA,DE,2006,2
Other/NA,DE,2007,5
Other/NA,DE,2008,5
Other/NA,DE,2009,1
Other/NA,DE,2010,3
Other/NA,DE,2011,7
Other/NA,DE,2012,7
Other/NA,DE,2013,12
Other/NA,DE,2014,5
Other/NA,FL,2006,144
Other/NA,FL,2007,398
Other/NA,FL,2008,81
Other/NA,FL,2009,21
Other/NA,FL,2010,92
Other/NA,FL,2011,186
Other/NA,FL,2012,199
Other/NA,FL,2013,173
Other/NA,FL,2014,80
Other/NA,GA,2006,251
Other/NA,GA,2007,683
Other/NA,GA,2008,62
Other/NA,GA,2009,26
Other/NA,GA,2010,68
Other/NA,GA,2011,111
Other/NA,GA,2012,82
Other/NA,GA,2013,89
Other/NA,GA,2014,38
Other/NA,HI,2006,5
Other/NA,HI,2007,18
Other/NA,HI,2008,2
Other/NA,HI,2009,2
Other/NA,HI,2010,4
Other/NA,HI,2011,10
Other/NA,HI,2012,11
Other/NA,HI,2013,11
Other/NA,HI,2014,4
Other/NA,IA,2006,13
Other/NA,IA,2007,71
Other/NA,IA,2008,12
Other/NA,ID,2006,20
Other/NA,ID,2007,68
Other/NA,ID,2008,4
Other/NA,ID,2009,1
Other/NA,ID,2010,6
Other/NA,ID,2011,8
Other/NA,ID,2012,9
Other/NA,ID,2013,12
Other/NA,ID,2014,2
Other/NA,IL,2006,167
Other/NA,IL,2007,684
Other/NA,IL,2008,60
Other/NA,IL,2009,35
Other/NA,IL,2010,79
Other/NA,IL,2011,130
Other/NA,IL,2012,119
Other/NA,IL,2013,120
Other/NA,IL,2014,38
Other/NA,IN,2006,50
Other/NA,IN,2007,134
Other/NA,IN,2008,28
Other/NA,IN,2009,6
Other/NA,IN,2010,21
Other/NA,IN,2011,63
Other/NA,IN,2012,53
Other/NA,IN,2013,49
Other/NA,IN,2014,15
Other/NA,KS,2006,32
Other/NA,KS,2007,67
Other/NA,KS,2008,5
Other/NA,KS,2009,1
Other/NA,KS,2010,8
Other/NA,KS,2011,24
Other/NA,KS,2012,30
Other/NA,KS,2013,20
Other/NA,KS,2014,12
Other/NA,KY,2006,1
Other/NA,KY,2007,20
Other/NA,KY,2008,15
Other/NA,KY,2009,5
Other/NA,KY,2010,12
Other/NA,KY,2011,24
Other/NA,KY,2012,23
Other/NA,KY,2013,20
Other/NA,KY,2014,4
Other/NA,LA,2006,19
Other/NA,LA,2007,40
Other/NA,LA,2008,7
Other/NA,LA,2009,2
Other/NA,LA,2010,16
Other/NA,LA,2011,33
Other/NA,LA,2012,32
Other/NA,LA,2013,32
Other/NA,LA,2014,10
Other/NA,MA,2006,47
Other/NA,MA,2007,132
Other/NA,MA,2008,30
Other/NA,MA,2009,13
Other/NA,MA,2010,28
Other/NA,MA,2011,47
Other/NA,MA,2012,55
Other/NA,MA,2013,82
Other/NA,MA,2014,26
Other/NA,MD,2006,33
Other/NA,MD,2007,227
Other/NA,MD,2008,42
Other/NA,MD,2009,10
Other/NA,MD,2010,36
Other/NA,MD,2011,82
Other/NA,MD,2012,77
Other/NA,MD,2013,86
Other/NA,MD,2014,25
Other/NA,ME,2006,8
Other/NA,ME,2007,29
Other/NA,ME,2008,5
Other/NA,MI,2006,133
Other/NA,MI,2007,420
Other/NA,MI,2008,35
Other/NA,MI,2009,15
Other/NA,MI,2010,36
Other/NA,MI,2011,72
Other/NA,MI,2012,84
Other/NA,MI,2013,84
Other/NA,MI,2014,26
Other/NA,MN,2006,5
Other/NA,MN,2007,204
Other/NA,MN,2008,39
Other/NA,MN,2009,14
Other/NA,MN,2010,32
Other/NA,MN,2011,57
Other/NA,MN,2012,51
Other/NA,MN,2013,46
Other/NA,MN,2014,23
Other/NA,MO,2006,112
Other/NA,MO,2007,353
Other/NA,MO,2008,35
Other/NA,MO,2009,18
Other/NA,MO,2010,31
Other/NA,MO,2011,60
Other/NA,MO,2012,41
Other/NA,MO,2013,39
Other/NA,MO,2014,24
Other/NA,MS,2006,8
Other/NA,MS,2007,27
Other/NA,MS,2008,11
Other/NA,MS,2009,3
Other/NA,MS,2010,15
Other/NA,MS,2011,17
Other/NA,MS,2012,22
Other/NA,MS,2013,22
Other/NA,MS,2014,4
Other/NA,MT,2006,15
Other/NA,MT,2007,39
Other/NA,MT,2008,14
Other/NA,MT,2009,1
Other/NA,MT,2010,3
Other/NA,MT,2011,4
Other/NA,MT,2012,4
Other/NA,MT,2013,5
Other/NA,MT,2014,1
Other/NA,NC,2006,70
Other/NA,NC,2007,205
Other/NA,NC,2008,47
Other/NA,NC,2009,13
Other/NA,NC,2010,45
Other/NA,NC,2011,89
Other/NA,NC,2012,59
Other/NA,NC,2013,74
Other/NA,NC,2014,25
Other/NA,ND,2006,7
Other/NA,ND,2007,18
Other/NA,NE,2006,9
Other/NA,NE,2007,40
Other/NA,NE,2008,7
Other/NA,NE,2010,6
Other/NA,NE,2011,12
Other/NA,NE,2012,14
Other/NA,NE,2013,9
Other/NA,NE,2014,5
Other/NA,NH,2006,11
Other/NA,NH,2007,38
Other/NA,NH,2008,4
Other/NA,NH,2009,1
Other/NA,NH,2010,6
Other/NA,NH,2011,12
Other/NA,NH,2012,12
Other/NA,NH,2013,16
Other/NA,NH,2014,7
Other/NA,NJ,2006,34
Other/NA,NJ,2007,119
Other/NA,NJ,2008,29
Other/NA,NJ,2009,13
Other/NA,NJ,2010,37
Other/NA,NJ,2011,92
Other/NA,NJ,2012,95
Other/NA,NJ,2013,85
Other/NA,NJ,2014,38
Other/NA,NM,2006,20
Other/NA,NM,2007,65
Other/NA,NM,2008,6
Other/NA,NM,2009,2
Other/NA,NM,2010,2
Other/NA,NM,2011,4
Other/NA,NM,2012,7
Other/NA,NM,2013,5
Other/NA,NM,2014,4
Other/NA,NV,2008,9
Other/NA,NV,2009,5
Other/NA,NV,2010,15
Other/NA,NV,2011,26
Other/NA,NV,2012,25
Other/NA,NV,2013,28
Other/NA,NV,2014,6
Other/NA,NY,2006,113
Other/NA,NY,2007,245
Other/NA,NY,2008,68
Other/NA,NY,2009,21
Other/NA,NY,2010,93
Other/NA,NY,2011,202
Other/NA,NY,2012,198
Other/NA,NY,2013,281
Other/NA,NY,2014,92
Other/NA,OH,2006,6
Other/NA,OH,2007,328
Other/NA,OH,2008,41
Other/NA,OH,2009,20
Other/NA,OH,2010,50
Other/NA,OH,2011,95
Other/NA,OH,2012,83
Other/NA,OH,2013,126
Other/NA,OH,2014,49
Other/NA,OK,2006,24
Other/NA,OK,2007,90
Other/NA,OK,2008,13
Other/NA,OK,2009,2
Other/NA,OK,2010,19
Other/NA,OK,2011,15
Other/NA,OK,2012,18
Other/NA,OK,2013,26
Other/NA,OK,2014,9
Other/NA,OR,2006,82
Other/NA,OR,2007,247
Other/NA,OR,2008,23
Other/NA,OR,2009,15
Other/NA,OR,2010,24
Other/NA,OR,2011,33
Other/NA,OR,2012,21
Other/NA,OR,2013,21
Other/NA,OR,2014,8
Other/NA,PA,2006,11
Other/NA,PA,2007,5
Other/NA,PA,2008,34
Other/NA,PA,2009,16
Other/NA,PA,2010,41
Other/NA,PA,2011,98
Other/NA,PA,2012,77
Other/NA,PA,2013,95
Other/NA,PA,2014,32
Other/NA,RI,2008,2
Other/NA,RI,2009,1
Other/NA,RI,2010,6
Other/NA,RI,2011,14
Other/NA,RI,2012,11
Other/NA,RI,2013,20
Other/NA,RI,2014,3
Other/NA,SC,2006,5
Other/NA,SC,2007,25
Other/NA,SC,2008,12
Other/NA,SC,2009,5
Other/NA,SC,2010,21
Other/NA,SC,2011,25
Other/NA,SC,2012,35
Other/NA,SC,2013,29
Other/NA,SC,2014,3
Other/NA,SD,2010,6
Other/NA,SD,2011,7
Other/NA,SD,2012,5
Other/NA,SD,2013,2
Other/NA,SD,2014,2
Other/NA,TN,2006,15
Other/NA,TN,2007,16
Other/NA,TN,2008,22
Other/NA,TN,2009,7
Other/NA,TN,2010,28
Other/NA,TN,2011,55
Other/NA,TN,2012,52
Other/NA,TN,2013,38
Other/NA,TN,2014,17
Other/NA,TX,2006,491
Other/NA,TX,2007,499
Other/NA,TX,2008,12
Other/NA,TX,2009,23
Other/NA,TX,2010,75
Other/NA,TX,2011,188
Other/NA,TX,2012,147
Other/NA,TX,2013,173
Other/NA,TX,2014,72
Other/NA,UT,2006,38
Other/NA,UT,2007,150
Other/NA,UT,2008,10
Other/NA,UT,2009,6
Other/NA,UT,2010,14
Other/NA,UT,2011,10
Other/NA,UT,2012,10
Other/NA,UT,2013,9
Other/NA,VA,2006,37
Other/NA,VA,2007,109
Other/NA,VA,2008,46
Other/NA,VA,2009,18
Other/NA,VA,2010,52
Other/NA,VA,2011,95
Other/NA,VA,2012,65
Other/NA,VA,2013,92
Other/NA,VA,2014,29
Other/NA,VT,2007,15
Other/NA,VT,2008,1
Other/NA,VT,2009,1
Other/NA,VT,2010,2
Other/NA,VT,2011,4
Other/NA,VT,2012,4
Other/NA,VT,2013,10
Other/NA,VT,2014,1
Other/NA,WA,2006,107
Other/NA,WA,2007,317
Other/NA,WA,2008,44
Other/NA,WA,2009,20
Other/NA,WA,2010,53
Other/NA,WA,2011,83
Other/NA,WA,2012,81
Other/NA,WA,2013,57
Other/NA,WA,2014,27
Other/NA,WI,2006,35
Other/NA,WI,2007,103
Other/NA,WI,2008,18
Other/NA,WI,2009,9
Other/NA,WI,2010,22
Other/NA,WI,2011,45
Other/NA,WI,2012,35
Other/NA,WI,2013,37
Other/NA,WI,2014,18
Other/NA,WV,2006,13
Other/NA,WV,2007,26
Other/NA,WV,2008,6
Other/NA,WV,2010,6
Other/NA,WV,2011,13
Other/NA,WV,2012,13
Other/NA,WV,2013,8
Other/NA,WY,2006,1
Other/NA,WY,2007,7
Other/NA,WY,2008,2
Other/NA,WY,2009,1
Other/NA,WY,2010,3
Other/NA,WY,2011,6
Other/NA,WY,2012,3
Other/NA,WY,2013,5
Personal,AK,2008,7
Personal,AL,2007,3
Personal,AL,2008,52
Personal,AR,2008,18
Personal,AZ,2007,2
Personal,AZ,2008,51
Personal,CA,2007,19
Personal,CA,2008,376
Personal,CO,2007,3
Personal,CO,2008,42
Personal,CT,2008,20
Personal,DC,2008,3
Personal,DE,2008,3
Personal,FL,2007,3
Personal,FL,2008,138
Personal,GA,2007,6
Personal,GA,2008,122
Personal,HI,2008,8
Personal,IA,2008,23
Personal,ID,2007,4
Personal,ID,2008,26
Personal,IL,2007,11
Personal,IL,2008,160
Personal,IN,2007,4
Personal,IN,2008,41
Personal,KS,2007,2
Personal,KS,2008,22
Personal,KY,2007,1
Personal,KY,2008,12
Personal,LA,2008,9
Personal,MA,2007,1
Personal,MA,2008,45
Personal,MD,2007,2
Personal,MD,2008,58
Personal,ME,2007,3
Personal,ME,2008,12
Personal,MI,2007,8
Personal,MI,2008,76
Personal,MN,2007,6
Personal,MN,2008,90
Personal,MO,2007,6
Personal,MO,2008,73
Personal,MS,2008,12
Personal,MT,2008,7
Personal,NC,2008,52
Personal,ND,2007,1
Personal,ND,2008,6
Personal,NE,2007,1
Personal,NE,2008,10
Personal,NH,2008,12
Personal,NJ,2007,3
Personal,NJ,2008,33
Personal,NM,2007,1
Personal,NM,2008,13
Personal,NV,2008,10
Personal,NY,2007,3
Personal,NY,2008,99
Personal,OH,2007,5
Personal,OH,2008,76
Personal,OK,2008,23
Personal,OR,2007,4
Personal,OR,2008,57
Personal,PA,2008,56
Personal,RI,2008,5
Personal,SC,2008,11
Personal,TN,2008,34
Personal,TX,2008,18
Personal,UT,2007,3
Personal,UT,2008,34
Personal,VA,2008,66
Personal,VT,2008,4
Personal,WA,2007,5
Personal,WA,2008,96
Personal,WI,2008,35
Personal,WV,2008,12
Personal,WY,2008,5
Student,AK,2010,2
Student,AL,2008,10
Student,AL,2009,3
Student,AL,2010,3
Student,AR,2008,1
Student,AR,2009,2
Student,AZ,2008,7
Student,AZ,2010,3
Student,CA,2007,2
Student,CA,2008,54
Student,CA,2009,18
Student,CA,2010,28
Student,CO,2008,8
Student,CO,2009,3
Student,CO,2010,1
Student,CT,2008,4
Student,CT,2009,1
Student,CT,2010,1
Student,DC,2008,5
Student,DC,2009,1
Student,DE,2008,1
Student,FL,2008,34
Student,FL,2009,5
Student,FL,2010,10
Student,GA,2007,3
Student,GA,2008,35
Student,GA,2009,4
Student,GA,2010,7
Student,HI,2008,5
Student,HI,2009,1
Student,HI,2010,1
Student,IA,2008,6
Student,ID,2008,4
Student,ID,2009,1
Student,IL,2007,2
Student,IL,2008,50
Student,IL,2009,5
Student,IL,2010,8
Student,IN,2007,1
Student,IN,2008,7
Student,IN,2009,1
Student,IN,2010,3
Student,KS,2008,1
Student,KS,2010,2
Student,KY,2008,1
Student,LA,2008,2
Student,LA,2009,1
Student,LA,2010,1
Student,MA,2008,18
Student,MA,2009,1
Student,MA,2010,5
Student,MD,2008,20
Student,MD,2009,5
Student,MD,2010,7
Student,ME,2008,1
Student,MI,2007,1
Student,MI,2008,21
Student,MI,2009,5
Student,MI,2010,9
Student,MN,2007,1
Student,MN,2008,14
Student,MN,2009,5
Student,MN,2010,6
Student,MO,2008,12
Student,MO,2009,2
Student,MO,2010,2
Student,MS,2008,2
Student,MT,2008,2
Student,MT,2010,1
Student,NC,2008,5
Student,NC,2009,2
Student,NC,2010,6
Student,NE,2008,4
Student,NE,2009,4
Student,NE,2010,1
Student,NH,2008,3
Student,NH,2010,1
Student,NJ,2008,9
Student,NJ,2009,4
Student,NJ,2010,3
Student,NM,2008,1
Student,NV,2008,1
Student,NV,2010,1
Student,NY,2008,22
Student,NY,2009,6
Student,NY,2010,14
Student,OH,2008,19
Student,OH,2009,4
Student,OH,2010,7
Student,OK,2008,3
Student,OK,2009,3
Student,OR,2008,8
Student,OR,2009,3
Student,OR,2010,1
Student,PA,2008,11
Student,PA,2009,4
Student,PA,2010,5
Student,RI,2008,1
Student,RI,2009,2
Student,SC,2008,8
Student,SC,2009,1
Student,SC,2010,1
Student,TN,2008,6
Student,TN,2009,2
Student,TN,2010,2
Student,TX,2008,1
Student,TX,2009,8
Student,TX,2010,9
Student,UT,2007,1
Student,UT,2008,6
Student,UT,2009,3
Student,UT,2010,2
Student,VA,2008,14
Student,VA,2009,5
Student,VA,2010,2
Student,WA,2008,8
Student,WA,2009,5
Student,WA,2010,4
Student,WI,2007,1
Student,WI,2008,3
Student,WI,2009,1
Student,WI,2010,2
Student,WV,2008,2
Student,WY,2008,1
Taxes,AK,2013,1
Taxes,AL,2012,9
Taxes,AL,2014,1
Taxes,AR,2012,5
Taxes,AR,2013,4
Taxes,AR,2014,2
Taxes,AZ,2012,9
Taxes,AZ,2013,13
Taxes,AZ,2014,2
Taxes,CA,2012,64
Taxes,CA,2013,53
Taxes,CA,2014,15
Taxes,CO,2012,7
Taxes,CO,2013,6
Taxes,CO,2014,3
Taxes,CT,2012,12
Taxes,CT,2013,8
Taxes,CT,2014,4
Taxes,DC,2014,1
Taxes,DE,2012,4
Taxes,DE,2013,2
Taxes,DE,2014,1
Taxes,FL,2012,21
Taxes,FL,2013,18
Taxes,FL,2014,3
Taxes,GA,2012,13
Taxes,GA,2013,17
Taxes,GA,2014,2
Taxes,HI,2012,2
Taxes,HI,2013,3
Taxes,IL,2012,23
Taxes,IL,2013,14
Taxes,IL,2014,4
Taxes,IN,2012,7
Taxes,IN,2013,5
Taxes,IN,2014,1
Taxes,KS,2012,3
Taxes,KS,2013,2
Taxes,KY,2012,2
Taxes,KY,2013,1
Taxes,LA,2012,7
Taxes,LA,2013,4
Taxes,LA,2014,1
Taxes,MA,2012,3
Taxes,MA,2013,6
Taxes,MA,2014,1
Taxes,MD,2012,10
Taxes,MD,2013,14
Taxes,MD,2014,5
Taxes,MI,2012,15
Taxes,MI,2013,6
Taxes,MI,2014,6
Taxes,MN,2011,1
Taxes,MN,2012,9
Taxes,MN,2013,7
Taxes,MN,2014,2
Taxes,MO,2012,8
Taxes,MO,2013,8
Taxes,MO,2014,1
Taxes,MS,2012,6
Taxes,MS,2013,3
Taxes,MS,2014,1
Taxes,MT,2012,3
Taxes,NC,2012,11
Taxes,NC,2013,12
Taxes,NC,2014,1
Taxes,NE,2012,2
Taxes,NE,2013,3
Taxes,NE,2014,2
Taxes,NH,2012,3
Taxes,NH,2014,1
Taxes,NJ,2012,14
Taxes,NJ,2013,7
Taxes,NJ,2014,7
Taxes,NM,2012,2
Taxes,NV,2012,4
Taxes,NV,2013,4
Taxes,NV,2014,1
Taxes,NY,2011,1
Taxes,NY,2012,31
Taxes,NY,2013,21
Taxes,NY,2014,4
Taxes,OH,2012,28
Taxes,OH,2013,12
Taxes,OH,2014,4
Taxes,OK,2012,2
Taxes,OK,2013,3
Taxes,OR,2011,1
Taxes,OR,2012,11
Taxes,OR,2013,3
Taxes,PA,2012,23
Taxes,PA,2013,19
Taxes,PA,2014,2
Taxes,RI,2012,3
Taxes,RI,2013,2
Taxes,SC,2012,7
Taxes,SC,2013,5
Taxes,SC,2014,2
Taxes,SD,2013,1
Taxes,TN,2012,7
Taxes,TN,2013,4
Taxes,TN,2014,1
Taxes,TX,2011,2
Taxes,TX,2012,21
Taxes,TX,2013,24
Taxes,TX,2014,4
Taxes,UT,2013,2
Taxes,VA,2012,11
Taxes,VA,2013,10
Taxes,VA,2014,5
Taxes,VT,2013,1
Taxes,WA,2012,10
Taxes,WA,2013,8
Taxes,WI,2011,1
Taxes,WI,2012,8
Taxes,WI,2013,6
Taxes,WI,2014,2
Taxes,WV,2013,4
Taxes,WY,2013,1
Vacation,AK,2012,2
Vacation,AK,2013,1
Vacation,AL,2012,8
Vacation,AL,2013,4
Vacation,AR,2012,3
Vacation,AR,2013,3
Vacation,AR,2014,1
Vacation,AZ,2012,3
Vacation,AZ,2013,5
Vacation,CA,2012,46
Vacation,CA,2013,47
Vacation,CA,2014,13
Vacation,CO,2012,7
Vacation,CO,2013,8
Vacation,CO,2014,2
Vacation,CT,2012,9
Vacation,CT,2013,2
Vacation,DC,2012,1
Vacation,DE,2012,1
Vacation,DE,2013,2
Vacation,DE,2014,1
Vacation,FL,2012,24
Vacation,FL,2013,16
Vacation,FL,2014,3
Vacation,GA,2012,12
Vacation,GA,2013,12
Vacation,HI,2012,6
Vacation,HI,2013,6
Vacation,HI,2014,1
Vacation,IL,2012,16
Vacation,IL,2013,15
Vacation,IL,2014,1
Vacation,IN,2012,6
Vacation,IN,2013,2
Vacation,IN,2014,1
Vacation,KS,2012,5
Vacation,KS,2013,4
Vacation,KY,2012,7
Vacation,KY,2013,4
Vacation,LA,2012,5
Vacation,LA,2013,5
Vacation,MA,2012,9
Vacation,MA,2013,8
Vacation,MA,2014,2
Vacation,MD,2011,1
Vacation,MD,2012,13
Vacation,MD,2013,9
Vacation,MD,2014,1
Vacation,MI,2012,15
Vacation,MI,2013,3
Vacation,MN,2012,7
Vacation,MN,2013,6
Vacation,MO,2012,5
Vacation,MO,2013,3
Vacation,MS,2012,5
Vacation,MS,2013,2
Vacation,MT,2012,2
Vacation,MT,2013,2
Vacation,NC,2012,11
Vacation,NC,2013,10
Vacation,NE,2012,2
Vacation,NE,2013,3
Vacation,NH,2012,7
Vacation,NH,2013,1
Vacation,NJ,2012,20
Vacation,NJ,2013,13
Vacation,NJ,2014,3
Vacation,NM,2012,2
Vacation,NV,2012,2
Vacation,NV,2013,3
Vacation,NV,2014,2
Vacation,NY,2012,32
Vacation,NY,2013,30
Vacation,NY,2014,6
Vacation,OH,2012,17
Vacation,OH,2013,8
Vacation,OK,2012,4
Vacation,OK,2013,3
Vacation,OK,2014,1
Vacation,OR,2012,5
Vacation,OR,2013,6
Vacation,PA,2011,1
Vacation,PA,2012,14
Vacation,PA,2013,11
Vacation,PA,2014,1
Vacation,RI,2012,2
Vacation,RI,2013,1
Vacation,SC,2012,2
Vacation,SC,2013,3
Vacation,SD,2012,1
Vacation,TN,2012,7
Vacation,TN,2013,1
Vacation,TN,2014,1
Vacation,TX,2012,23
Vacation,TX,2013,24
Vacation,TX,2014,6
Vacation,UT,2012,1
Vacation,UT,2013,3
Vacation,VA,2012,15
Vacation,VA,2013,10
Vacation,VA,2014,4
Vacation,WA,2012,9
Vacation,WA,2013,5
Vacation,WA,2014,3
Vacation,WI,2012,4
Vacation,WI,2013,6
Vacation,WI,2014,3
Vacation,WV,2013,1
Vacation,WY,2012,2
Wedding,AL,2012,3
Wedding,AL,2013,1
Wedding,AL,2014,1
Wedding,AR,2012,1
Wedding,AR,2013,2
Wedding,AR,2014,2
Wedding,AZ,2012,2
Wedding,AZ,2013,8
Wedding,AZ,2014,3
Wedding,CA,2012,55
Wedding,CA,2013,41
Wedding,CA,2014,18
Wedding,CO,2012,8
Wedding,CO,2013,7
Wedding,CT,2012,5
Wedding,CT,2013,6
Wedding,CT,2014,1
Wedding,DC,2012,3
Wedding,DC,2013,1
Wedding,FL,2012,20
Wedding,FL,2013,26
Wedding,FL,2014,6
Wedding,GA,2011,1
Wedding,GA,2012,10
Wedding,GA,2013,13
Wedding,GA,2014,3
Wedding,HI,2012,3
Wedding,HI,2013,1
Wedding,HI,2014,1
Wedding,ID,2013,1
Wedding,IL,2012,15
Wedding,IL,2013,24
Wedding,IL,2014,7
Wedding,IN,2012,5
Wedding,IN,2013,4
Wedding,IN,2014,1
Wedding,KS,2012,2
Wedding,KS,2013,3
Wedding,KY,2012,2
Wedding,KY,2013,2
Wedding,LA,2012,8
Wedding,LA,2013,6
